,Major Category,LSOA,Borough,Mean,Standard Deviation,Normalised Deviation
14794,Drug Offences,E01035669,Tower Hamlets,147.8,150.0,0.99
10759,Drug Offences,E01000862,Camden,146.7,135.5,1.08
12846,Drug Offences,E01003102,Lambeth,143.7,125.8,1.14
13659,Drug Offences,E01003981,Southwark,141.8,144.0,0.98
12799,Drug Offences,E01003055,Lambeth,141.6,166.2,0.85
14637,Drug Offences,E01034187,Greenwich,141.3,132.2,1.07
14301,Drug Offences,E01004695,Westminster,138.4,171.1,0.81
11754,Drug Offences,E01001941,Hammersmith and Fulham,137.2,93.7,1.46
14449,Drug Offences,E01033455,Brent,136.8,116.7,1.17
14485,Drug Offences,E01033699,Hackney,135.1,88.3,1.53
14391,Drug Offences,E01032639,Southwark,134.6,86.4,1.56
13938,Drug Offences,E01004306,Tower Hamlets,133.3,203.4,0.66
10456,Drug Offences,E01000521,Brent,130.4,91.5,1.43
12940,Drug Offences,E01003199,Lewisham,127.0,66.4,1.91
13904,Drug Offences,E01004259,Tower Hamlets,124.1,81.1,1.53
13484,Drug Offences,E01003783,Redbridge,121.3,82.7,1.47
13684,Drug Offences,E01004010,Southwark,119.9,113.0,1.06
10753,Drug Offences,E01000855,Camden,119.5,111.9,1.07
14395,Drug Offences,E01032741,Havering,119.1,92.0,1.29
13330,Drug Offences,E01003619,Newham,117.9,110.4,1.07
12609,Drug Offences,E01002856,Kensington and Chelsea,117.2,133.3,0.88
14609,Drug Offences,E01034143,Croydon,116.9,83.6,1.4
12805,Drug Offences,E01003061,Lambeth,115.3,132.4,0.87
13946,Drug Offences,E01004315,Tower Hamlets,115.3,99.8,1.16
10925,Drug Offences,E01001042,Croydon,114.6,66.6,1.72
12605,Drug Offences,E01002852,Kensington and Chelsea,114.2,188.7,0.61
13661,Drug Offences,E01003984,Southwark,111.9,231.8,0.48
12149,Drug Offences,E01002353,Havering,111.8,66.8,1.67
14638,Drug Offences,E01034188,Greenwich,111.2,142.0,0.78
13398,Drug Offences,E01003690,Redbridge,110.1,117.1,0.94
11815,Drug Offences,E01002002,Haringey,110.0,295.8,0.37
14385,Drug Offences,E01032582,Lambeth,110.0,101.3,1.09
9977,Drug Offences,E01000013,Barking and Dagenham,109.8,115.2,0.95
13049,Drug Offences,E01003318,Lewisham,108.4,60.8,1.78
14471,Drug Offences,E01033589,Redbridge,107.6,79.4,1.36
10758,Drug Offences,E01000861,Camden,107.0,87.5,1.22
14629,Drug Offences,E01034179,Greenwich,106.8,120.6,0.89
14575,Drug Offences,E01033938,Brent,105.7,106.6,0.99
14757,Drug Offences,E01035493,Wandsworth,104.9,68.2,1.54
12607,Drug Offences,E01002854,Kensington and Chelsea,104.6,110.8,0.94
13869,Drug Offences,E01004211,Tower Hamlets,103.8,75.6,1.37
14336,Drug Offences,E01004731,Westminster,103.6,104.1,1.0
11295,Drug Offences,E01001429,Enfield,103.3,65.6,1.57
12637,Drug Offences,E01002884,Kensington and Chelsea,102.8,213.7,0.48
11845,Drug Offences,E01002034,Haringey,102.7,78.7,1.3
11842,Drug Offences,E01002031,Haringey,102.1,130.9,0.78
10595,Drug Offences,E01000676,Bromley,101.8,96.3,1.06
14691,Drug Offences,E01034394,Lewisham,101.3,82.3,1.23
14024,Drug Offences,E01004397,Waltham Forest,100.8,69.4,1.45
11676,Drug Offences,E01001857,Hammersmith and Fulham,99.6,76.2,1.31
12757,Drug Offences,E01003013,Lambeth,99.5,124.4,0.8
10461,Drug Offences,E01000526,Brent,99.0,64.6,1.53
14579,Drug Offences,E01033942,Brent,98.6,172.9,0.57
14615,Drug Offences,E01034149,Croydon,98.5,70.2,1.4
14708,Drug Offences,E01034484,Redbridge,97.2,71.9,1.35
11220,Drug Offences,E01001351,Ealing,97.0,64.8,1.5
12585,Drug Offences,E01002831,Kensington and Chelsea,96.4,154.1,0.63
13867,Drug Offences,E01004208,Tower Hamlets,95.5,89.9,1.06
14273,Drug Offences,E01004658,Westminster,94.8,87.5,1.08
14476,Drug Offences,E01033594,Westminster,94.2,80.6,1.17
14470,Drug Offences,E01033587,Barking and Dagenham,94.1,56.1,1.68
12636,Drug Offences,E01002883,Kensington and Chelsea,93.9,180.7,0.52
14594,Drug Offences,E01034036,Hounslow,93.7,78.5,1.19
13288,Drug Offences,E01003570,Newham,93.3,60.8,1.53
12575,Drug Offences,E01002819,Kensington and Chelsea,93.1,108.5,0.86
12617,Drug Offences,E01002864,Kensington and Chelsea,92.0,110.4,0.83
13036,Drug Offences,E01003303,Lewisham,91.8,76.6,1.2
9974,Drug Offences,E01000009,Barking and Dagenham,91.4,80.8,1.13
14453,Drug Offences,E01033485,Brent,91.1,79.0,1.15
10556,Drug Offences,E01000631,Brent,91.1,62.9,1.45
14362,Drug Offences,E01004762,Westminster,90.2,80.2,1.12
14588,Drug Offences,E01034030,Ealing,90.0,66.4,1.36
11230,Drug Offences,E01001361,Ealing,89.9,66.8,1.35
12604,Drug Offences,E01002851,Kensington and Chelsea,89.6,86.1,1.04
11712,Drug Offences,E01001894,Hammersmith and Fulham,89.1,84.3,1.06
12485,Drug Offences,E01002724,Islington,89.0,117.9,0.75
12711,Drug Offences,E01002964,Kingston upon Thames,88.2,69.8,1.26
11837,Drug Offences,E01002026,Haringey,87.7,67.7,1.3
14297,Drug Offences,E01004691,Westminster,87.7,77.6,1.13
11489,Drug Offences,E01001642,Greenwich,87.5,154.5,0.57
14680,Drug Offences,E01034383,Bromley,86.8,91.8,0.95
14447,Drug Offences,E01033327,Lewisham,86.8,60.1,1.44
12574,Drug Offences,E01002818,Kensington and Chelsea,86.5,74.9,1.15
10994,Drug Offences,E01001118,Croydon,86.4,49.5,1.75
10596,Drug Offences,E01000677,Bromley,86.1,88.6,0.97
14530,Drug Offences,E01033868,Southwark,84.6,82.9,1.02
11649,Drug Offences,E01001830,Hackney,84.5,56.0,1.51
10831,Drug Offences,E01000939,Camden,83.6,72.4,1.15
13618,Drug Offences,E01003929,Southwark,83.1,56.9,1.46
13650,Drug Offences,E01003969,Southwark,82.4,63.7,1.29
13737,Drug Offences,E01004067,Southwark,82.2,73.6,1.12
13346,Drug Offences,E01003636,Newham,81.8,64.6,1.27
14340,Drug Offences,E01004735,Westminster,81.7,62.6,1.31
12794,Drug Offences,E01003050,Lambeth,81.1,72.5,1.12
10824,Drug Offences,E01000931,Camden,81.0,85.1,0.95
13620,Drug Offences,E01003932,Southwark,80.9,72.1,1.12
13182,Drug Offences,E01003456,Merton,80.6,86.7,0.93
12413,Drug Offences,E01002645,Hounslow,80.3,68.4,1.17
14614,Drug Offences,E01034148,Croydon,80.1,60.1,1.33
12494,Drug Offences,E01002734,Islington,79.5,79.7,1.0
14545,Drug Offences,E01033883,Southwark,79.3,116.1,0.68
10445,Drug Offences,E01000510,Brent,78.5,70.7,1.11
10303,Drug Offences,E01000360,Bexley,78.2,59.8,1.31
10807,Drug Offences,E01000914,Camden,78.2,70.0,1.12
10943,Drug Offences,E01001064,Croydon,78.1,77.3,1.01
12285,Drug Offences,E01002505,Hillingdon,77.2,66.5,1.16
14483,Drug Offences,E01033604,Westminster,77.2,77.4,1.0
13625,Drug Offences,E01003937,Southwark,77.1,69.7,1.11
9972,Drug Offences,E01000007,Barking and Dagenham,76.9,68.2,1.13
11291,Drug Offences,E01001425,Enfield,76.8,64.8,1.19
10458,Drug Offences,E01000523,Brent,76.0,55.5,1.37
14288,Drug Offences,E01004679,Westminster,75.5,221.9,0.34
10459,Drug Offences,E01000524,Brent,75.3,54.0,1.39
14338,Drug Offences,E01004733,Westminster,74.5,59.7,1.25
14505,Drug Offences,E01033737,Greenwich,74.4,56.1,1.33
13208,Drug Offences,E01003486,Newham,74.4,102.4,0.73
14698,Drug Offences,E01034474,Barking and Dagenham,74.0,71.2,1.04
10808,Drug Offences,E01000915,Camden,73.9,50.3,1.47
12624,Drug Offences,E01002871,Kensington and Chelsea,73.6,109.6,0.67
12917,Drug Offences,E01003176,Lambeth,73.6,62.2,1.18
13941,Drug Offences,E01004309,Tower Hamlets,73.5,49.2,1.49
11894,Drug Offences,E01002085,Haringey,73.4,83.8,0.88
12870,Drug Offences,E01003128,Lambeth,73.2,81.7,0.9
11784,Drug Offences,E01001971,Haringey,72.8,64.8,1.12
12576,Drug Offences,E01002821,Kensington and Chelsea,72.5,75.1,0.97
14304,Drug Offences,E01004698,Westminster,71.7,91.9,0.78
12298,Drug Offences,E01002521,Hillingdon,71.7,64.6,1.11
12584,Drug Offences,E01002830,Kensington and Chelsea,71.7,107.9,0.66
12286,Drug Offences,E01002506,Hillingdon,71.7,79.2,0.91
14394,Drug Offences,E01032719,Southwark,71.3,63.1,1.13
10305,Drug Offences,E01000362,Bexley,71.1,56.5,1.26
13866,Drug Offences,E01004207,Tower Hamlets,71.1,89.8,0.79
14429,Drug Offences,E01033083,Hounslow,71.0,54.0,1.31
14554,Drug Offences,E01033917,Barnet,70.6,55.1,1.28
11688,Drug Offences,E01001869,Hammersmith and Fulham,70.6,100.0,0.71
11089,Drug Offences,E01001215,Ealing,70.5,74.2,0.95
14364,Drug Offences,E01004765,Westminster,70.4,58.6,1.2
14019,Drug Offences,E01004392,Waltham Forest,70.1,57.5,1.22
13572,Drug Offences,E01003876,Richmond upon Thames,70.0,64.1,1.09
11840,Drug Offences,E01002029,Haringey,70.0,53.4,1.31
10441,Drug Offences,E01000506,Brent,69.9,61.7,1.13
13239,Drug Offences,E01003521,Newham,69.7,54.1,1.29
12471,Drug Offences,E01002710,Islington,69.2,78.4,0.88
14305,Drug Offences,E01004699,Westminster,69.1,68.7,1.01
12600,Drug Offences,E01002847,Kensington and Chelsea,68.8,87.0,0.79
10844,Drug Offences,E01000956,Camden,68.5,59.8,1.15
10030,Drug Offences,E01000070,Barking and Dagenham,68.5,60.8,1.13
10343,Drug Offences,E01000403,Bexley,68.5,66.1,1.04
12631,Drug Offences,E01002878,Kensington and Chelsea,68.4,76.6,0.89
14732,Drug Offences,E01034602,Hillingdon,68.0,79.0,0.86
14767,Drug Offences,E01035641,Hackney,67.9,91.1,0.75
11848,Drug Offences,E01002038,Haringey,67.8,92.9,0.73
13884,Drug Offences,E01004232,Tower Hamlets,67.7,58.2,1.16
14326,Drug Offences,E01004721,Westminster,67.4,166.2,0.41
14430,Drug Offences,E01033084,Hounslow,67.0,59.4,1.13
12941,Drug Offences,E01003200,Lewisham,66.7,83.3,0.8
13026,Drug Offences,E01003291,Lewisham,66.1,60.5,1.09
