,Borough,LSOA,Major Category,Population,Mean,Standard Deviation,Normalised Deviation
38994,Southwark,E01003921,Theft,7588,205.0,67.3,3.05
12225,Ealing,E01001261,Theft,9176,138.9,45.5,3.05
11529,Croydon,E01034143,Theft,5244,545.4,180.6,3.02
27651,Islington,E01002795,Theft,7784,260.3,86.5,3.01
26805,Islington,E01002704,Theft,9364,554.4,185.0,3.0
18131,Hackney,E01033704,Theft,9356,212.4,70.8,3.0
16551,Greenwich,E01033737,Theft,7572,230.0,76.9,2.99
12100,Ealing,E01001247,Theft,9304,254.3,85.5,2.97
11549,Croydon,E01034145,Theft,5320,629.3,212.2,2.97
8350,Camden,E01000863,Theft,5916,1288.9,435.9,2.96
30435,Lambeth,E01003076,Theft,10640,103.9,35.4,2.94
16101,Greenwich,E01001666,Theft,8044,182.0,62.1,2.93
18161,Hackney,E01033708,Theft,7532,1335.2,457.9,2.92
42739,Tower Hamlets,E01032771,Theft,6160,469.3,160.9,2.92
20004,Haringey,E01002022,Theft,8712,151.4,52.2,2.9
13174,Ealing,E01001361,Theft,9084,303.1,104.9,2.89
46102,Wandsworth,E01004617,Theft,7660,163.9,57.4,2.86
1839,Barnet,E01000193,Theft,7740,214.3,75.3,2.85
47582,Westminster,E01033594,Theft,6056,534.4,188.4,2.84
17291,Hackney,E01001760,Theft,7700,343.2,121.4,2.83
34245,Merton,E01003456,Theft,6440,339.0,120.3,2.82
16531,Greenwich,E01033735,Theft,5080,350.0,124.3,2.82
27858,Islington,E01033491,Theft,7700,182.0,64.8,2.81
30229,Lambeth,E01003055,Theft,6472,346.2,124.2,2.79
11693,Ealing,E01001202,Theft,9916,144.4,51.9,2.78
9393,Camden,E01035710,Theft,10392,173.7,62.7,2.77
25094,Hillingdon,E01034602,Theft,5432,398.8,144.1,2.77
17311,Hackney,E01001762,Theft,6768,146.8,53.2,2.76
45850,Wandsworth,E01004588,Theft,8120,169.3,61.3,2.76
18200,Hackney,E01033712,Theft,6156,280.5,101.5,2.76
18401,Hammersmith and Fulham,E01001857,Theft,6204,316.4,115.0,2.75
15883,Greenwich,E01001641,Theft,7424,226.8,82.4,2.75
19712,Haringey,E01001990,Theft,7772,170.4,62.0,2.75
27641,Islington,E01002794,Theft,8112,626.2,228.3,2.74
39556,Southwark,E01003994,Theft,7300,136.1,49.7,2.74
41814,Tower Hamlets,E01004208,Theft,7908,315.8,115.4,2.74
24660,Hillingdon,E01002505,Theft,7100,316.5,116.0,2.73
15659,Greenwich,E01001609,Theft,6876,175.3,64.5,2.72
20450,Haringey,E01002069,Theft,8368,180.8,66.4,2.72
26480,Hounslow,E01002693,Theft,7288,164.5,60.8,2.71
3532,Bexley,E01000360,Theft,7608,185.8,68.6,2.71
21076,Harrow,E01002130,Theft,11692,160.1,59.3,2.7
9105,Camden,E01000946,Theft,6224,182.2,67.5,2.7
13429,Ealing,E01001389,Theft,7220,140.9,52.3,2.69
1425,Barnet,E01000146,Theft,7436,187.0,69.5,2.69
34476,Merton,E01034581,Theft,5996,280.2,104.0,2.69
47129,Westminster,E01004717,Theft,5096,435.5,162.5,2.68
26490,Hounslow,E01032573,Theft,7208,207.9,77.5,2.68
33552,Merton,E01003383,Theft,6460,224.1,83.7,2.68
45521,Wandsworth,E01004551,Theft,6204,399.2,149.1,2.68
44415,Waltham Forest,E01004438,Theft,8468,192.1,71.6,2.68
17970,Hackney,E01001839,Theft,9544,114.9,43.0,2.67
43008,Tower Hamlets,E01035670,Theft,17520,96.9,36.3,2.67
2896,Barnet,E01000307,Theft,6580,626.0,235.4,2.66
30824,Lambeth,E01003118,Theft,7512,201.2,75.6,2.66
28910,Kensington and Chelsea,E01035713,Theft,8156,240.3,90.2,2.66
34848,Newham,E01003521,Theft,8748,555.4,208.8,2.66
47512,Westminster,E01004761,Theft,4868,1492.1,561.1,2.66
7719,Bromley,E01000799,Theft,7252,145.8,55.1,2.65
18248,Hackney,E01035641,Theft,5612,278.7,105.1,2.65
26600,Hounslow,E01034036,Theft,7280,137.9,52.1,2.65
42998,Tower Hamlets,E01035669,Theft,5388,434.5,164.7,2.64
46965,Westminster,E01004699,Theft,6980,380.0,144.6,2.63
47414,Westminster,E01004749,Theft,8796,189.9,72.4,2.62
14103,Enfield,E01001450,Theft,9460,220.0,83.9,2.62
42639,Tower Hamlets,E01004322,Theft,4128,280.7,107.5,2.61
39360,Southwark,E01003969,Theft,9552,98.0,37.7,2.6
28900,Kensington and Chelsea,E01002914,Theft,4796,250.1,96.7,2.59
29570,Kingston upon Thames,E01002987,Theft,7504,158.0,61.0,2.59
47100,Westminster,E01004714,Theft,6668,2034.6,784.9,2.59
42529,Tower Hamlets,E01004307,Theft,9540,447.3,172.5,2.59
8241,Camden,E01000850,Theft,5644,1007.9,388.6,2.59
8330,Camden,E01000861,Theft,5520,250.3,96.9,2.58
7635,Bromley,E01000790,Theft,9160,219.2,84.9,2.58
44256,Waltham Forest,E01004420,Theft,8948,120.8,46.9,2.58
918,Barking and Dagenham,E01000105,Theft,9212,93.9,36.5,2.57
15706,Greenwich,E01001615,Theft,8196,149.9,58.5,2.56
24891,Hillingdon,E01002535,Theft,8740,134.9,52.6,2.56
28151,Kensington and Chelsea,E01002835,Theft,5616,330.6,129.3,2.56
40548,Southwark,E01033884,Theft,4332,920.0,361.0,2.55
40508,Southwark,E01033880,Theft,8440,108.8,42.6,2.55
18101,Hackney,E01033700,Theft,9988,182.2,71.4,2.55
5263,Brent,E01000548,Theft,7736,129.4,50.7,2.55
41834,Tower Hamlets,E01004211,Theft,6460,140.3,55.1,2.55
47424,Westminster,E01004750,Theft,6536,519.7,203.6,2.55
47728,Westminster,E01035721,Theft,9344,251.5,99.2,2.54
30072,Lambeth,E01003039,Theft,8108,163.0,64.1,2.54
41694,Sutton,E01034155,Theft,8120,153.7,60.7,2.53
39053,Southwark,E01003929,Theft,7924,786.5,310.7,2.53
8261,Camden,E01000853,Theft,5720,268.2,105.8,2.53
46496,Wandsworth,E01035495,Theft,5328,381.4,151.3,2.52
26994,Islington,E01002724,Theft,7772,516.2,204.7,2.52
46621,Westminster,E01004654,Theft,9900,103.2,40.9,2.52
46926,Westminster,E01004695,Theft,4224,488.2,194.1,2.52
8838,Camden,E01000916,Theft,7488,232.9,92.5,2.52
8251,Camden,E01000851,Theft,5888,431.9,171.3,2.52
37768,Redbridge,E01033589,Theft,7720,158.1,62.7,2.52
27621,Islington,E01002792,Theft,7452,133.2,53.0,2.51
38737,Richmond upon Thames,E01003896,Theft,7656,132.7,53.0,2.5
31518,Lambeth,E01032582,Theft,9124,558.7,223.2,2.5
8977,Camden,E01000930,Theft,8424,193.3,77.5,2.49
2376,Barnet,E01000250,Theft,10444,85.3,34.3,2.49
26375,Hounslow,E01002678,Theft,8028,151.5,60.8,2.49
9045,Camden,E01000938,Theft,5532,223.0,90.3,2.47
37577,Redbridge,E01003778,Theft,7776,110.1,44.6,2.47
45531,Wandsworth,E01004552,Theft,7856,300.4,121.6,2.47
6261,Brent,E01033936,Theft,6616,199.2,81.1,2.46
27142,Islington,E01002740,Theft,9020,146.7,59.7,2.46
1377,Barnet,E01000141,Theft,7444,177.8,72.3,2.46
4591,Brent,E01000472,Theft,9608,72.4,29.6,2.45
8660,Camden,E01000898,Theft,6396,190.7,77.8,2.45
6943,Bromley,E01000714,Theft,8568,127.5,52.1,2.45
46681,Westminster,E01004661,Theft,8056,150.3,61.6,2.44
9363,Camden,E01035707,Theft,9852,139.8,57.4,2.44
47304,Westminster,E01004735,Theft,8176,1832.0,751.3,2.44
28025,Kensington and Chelsea,E01002821,Theft,4528,514.4,210.9,2.44
35189,Newham,E01003556,Theft,7860,98.9,40.6,2.44
10544,Croydon,E01001097,Theft,9676,139.5,57.5,2.43
32536,Lewisham,E01003291,Theft,6140,144.6,59.4,2.43
23697,Hillingdon,E01002397,Theft,7816,95.4,39.3,2.43
17893,Hackney,E01001831,Theft,6912,154.0,63.6,2.42
17438,Hackney,E01001777,Theft,10628,138.4,57.1,2.42
9115,Camden,E01000947,Theft,6624,508.3,209.9,2.42
28287,Kensington and Chelsea,E01002850,Theft,5804,227.4,94.0,2.42
17251,Hackney,E01001756,Theft,8176,109.2,45.1,2.42
27927,Islington,E01035655,Theft,6988,284.4,117.5,2.42
18625,Hammersmith and Fulham,E01001881,Theft,7492,138.9,57.7,2.41
47522,Westminster,E01004762,Theft,6316,1307.1,542.8,2.41
15105,Enfield,E01001558,Theft,8024,130.1,54.3,2.4
37624,Redbridge,E01003783,Theft,10196,341.6,142.1,2.4
39507,Southwark,E01003989,Theft,8992,66.9,27.9,2.4
28880,Kensington and Chelsea,E01002912,Theft,6040,185.8,77.8,2.39
29861,Lambeth,E01003017,Theft,6696,236.9,99.2,2.39
30688,Lambeth,E01003102,Theft,7084,254.6,106.7,2.39
39141,Southwark,E01003939,Theft,7848,468.4,196.3,2.39
3915,Bexley,E01000403,Theft,9528,174.6,73.2,2.39
27611,Islington,E01002791,Theft,7480,128.0,53.8,2.38
9184,Camden,E01000956,Theft,6060,324.4,136.5,2.38
18711,Hammersmith and Fulham,E01001890,Theft,6728,103.7,43.6,2.38
39691,Southwark,E01004010,Theft,5964,154.7,65.2,2.37
28131,Kensington and Chelsea,E01002833,Theft,4864,362.8,153.1,2.37
37845,Redbridge,E01034484,Theft,6804,153.2,64.6,2.37
22912,Havering,E01002319,Theft,7300,170.8,72.5,2.36
9075,Camden,E01000942,Theft,3988,439.0,186.3,2.36
65,Barking and Dagenham,E01000013,Theft,7348,81.8,34.6,2.36
1079,Barking and Dagenham,E01034474,Theft,8908,184.2,78.5,2.35
18751,Hammersmith and Fulham,E01001894,Theft,5388,170.4,72.4,2.35
2010,Barnet,E01000211,Theft,8488,113.5,48.3,2.35
47110,Westminster,E01004715,Theft,7416,248.0,105.7,2.35
18151,Hackney,E01033706,Theft,5708,833.3,356.3,2.34
8105,Bromley,E01032568,Theft,4461,221.7,94.9,2.34
8155,Bromley,E01034386,Theft,4896,444.1,189.7,2.34
9055,Camden,E01000939,Theft,5784,248.5,106.4,2.34
29851,Lambeth,E01003016,Theft,4856,306.1,130.8,2.34
28062,Kensington and Chelsea,E01002826,Theft,5124,439.2,188.9,2.33
